2026-03-25 15:00:23 0 [Note] Starting MariaDB 10.4.32-MariaDB source revision c4143f909528e3fab0677a28631d10389354c491 as process 2916
2026-03-25 15:00:23 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2026-03-25 15:00:23 0 [Note] InnoDB: Uses event mutexes
2026-03-25 15:00:23 0 [Note] InnoDB: Compressed tables use zlib 1.3
2026-03-25 15:00:23 0 [Note] InnoDB: Number of pools: 1
2026-03-25 15:00:23 0 [Note] InnoDB: Using SSE2 crc32 instructions
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 1280402 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 1280402 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 1280441 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=340] log sequence number 1280441 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 1280480 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 1280480 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 1280535 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 1280535 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 1280574 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 1280574 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 1280613 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 1280613 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 1280652 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=348] log sequence number 1280652 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 1280691 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 1280691 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 1280730 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=426] log sequence number 1280730 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 1302432 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 1302432 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 1302471 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=365] log sequence number 1302471 is in the future! Current system log sequence number 300306.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2026-03-25 15:00:23 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 1302510 is in the future! Current system log sequence number 300306.
